code;name_pl;name_en
D33.4;Rdzeń kręgowy;Benign neoplasm of spinal cord
D33.7;Inne określone części ośrodkowego układu nerwowego;Benign neoplasm of other specified parts of central nervous system
D33.9;Ośrodkowy układ nerwowy, umiejscowienie nieokreślone;Benign neoplasm of central nervous system, unspecified
D34;Nowotwór niezłośliwy tarczycy;Benign neoplasm of thyroid gland
D35;Nowotwór niezłośliwy innych i nieokreślonych gruczołów wydzielania wewnętrznego;
D35.0;Nadnercze;Benign neoplasm of adrenal gland
D35.1;Przytarczyce;Benign neoplasm of parathyroid gland
D35.2;Przysadka;Benign neoplasm of pituitary gland
D35.3;Przewód czaszkowo-gardłowy;Benign neoplasm of craniopharyngeal duct
D35.4;Szyszynka;Benign neoplasm of pineal gland
D35.5;Kłębek szyjny;Benign neoplasm of carotid body
D35.6;Ciała przyaortowe i inne ciała przyzwojowe;Benign neoplasm of aortic body and other paraganglia
D35.7;Inne określone gruczoły wydzielania wewnętrznego;Benign neoplasm of other specified endocrine glands
D35.8;Zajęcie wielu gruczołów wydzielania wewnętrznego, umiejscowienie nieokreślone;Benign neoplasm of pluriglandular involvement
D35.9;Gruczoł wydzielania wewnętrznego, nieokreślony;Benign neoplasm of endocrine gland, unspecified
D36;Niezłośliwy nowotwór o innym i nieokreślonym umiejscowieniu;
D36.0;Węzły chłonne;Benign neoplasm of lymph nodes
D36.1;Nerwy obwodowe i układ nerwowy wegetatywny;Benign neoplasm of peripheral nerves and autonomic nervous system
D36.7;Inne określone umiejscowienie;Benign neoplasm of other specified sites
D36.9;Nowotwór niezłośliwy o nieokreślonym umiejscowieniu;Benign neoplasm of unspecified site
D37;Nowotwór o niepewnym lub nieznanym charakterze jamy ustnej i narządów układu pokarmowego;
D37.0;Warga, jama ustna i gardło;Neoplasm of uncertain or unknown behavior of lip, oral cavity and pharynx
D37.1;Żołądek;Neoplasm of uncertain or unknown behavior of stomach
D37.2;Jelito cienkie;Neoplasm of uncertain or unknown behavior of small intestine
D37.3;Wyrostek robaczkowy;Neoplasm of uncertain or unknown behavior of appendix
D37.4;Okrężnica;Neoplasm of uncertain or unknown behavior of colon
D37.5;Odbytnica;Neoplasm of uncertain or unknown behavior of rectum
D37.6;Wątroba, pęcherzyk żółciowy i drogi żółciowe;Neoplasm of uncertain or unknown behavior of liver, gallbladder and bile ducts
D37.7;Inne narządy układu pokarmowego;Neoplasm of uncertain or unknown behavior of other digestive organs
D37.9;Narządy układu pokarmowego, nieokreślone;Neoplasm of uncertain or unknown behavior of digestive organ, unspecified
D38;Nowotwór o niepewnym lub nieznanym charakterze ucha środkowego, narządów układu oddechowego i klatki piersiowej;
D38.0;Krtań;Neoplasm of uncertain or unknown behavior of larynx
D38.1;Tchawica, oskrzele i płuco;Neoplasm of uncertain or unknown behavior of trachea, bronchus and lung
D38.2;Opłucna;Neoplasm of uncertain or unknown behavior of pleura
D38.3;Śródpiersie;Neoplasm of uncertain or unknown behavior of mediastinum
D38.4;Grasica;Neoplasm of uncertain or unknown behavior of thymus
D38.5;Inne narządy układu oddechowego;Neoplasm of uncertain or unknown behavior of other respiratory organs
D38.6;Narząd układu oddechowego, nieokreślony;Neoplasm of uncertain or unknown behavior of respiratory organ, unspecified
D39;Nowotwór o niepewnym lub nieznanym charakterze żeńskich narządów płciowych;
D39.0;Macica;Neoplasm of uncertain or unknown behavior of uterus
D39.1;Jajnik;Neoplasm of uncertain or unknown behavior of ovary
D39.2;Łożysko;Neoplasm of uncertain or unknown behavior of placenta
D39.7;Inne żeńskie narządy płciowe;Neoplasm of uncertain or unknown behavior of other female genital organs
D39.9;Żeńskie narządy płciowe, umiejscowienie nieokreślone;Neoplasm of uncertain or unknown behavior of female genital organ, unspecified
D40;Nowotwór o niepewnym lub nieznanym charakterze męskich narządów płciowych;
D40.0;Gruczoł krokowy;Neoplasm of uncertain or unknown behavior of prostate
D40.1;Jądro;Neoplasm of uncertain or unknown behavior of testis
D40.7;Inne męskie narządy płciowe;Neoplasm of uncertain or unknown behavior of other male genital organs
D40.9;Męskie narządy płciowe, umiejscowienie nieokreślone;Neoplasm of uncertain or unknown behavior of male genital organ, unspecified
D41;Nowotwór o niepewnym lub nieznanym charakterze układu moczowego;
D41.0;Nerka;Neoplasm of uncertain or unknown behavior of kidney
D41.1;Miedniczka nerkowa;Neoplasm of uncertain or unknown behavior of renal pelvis
D41.2;Moczowód;Neoplasm of uncertain or unknown behavior of ureter
D41.3;Cewka moczowa;Neoplasm of uncertain or unknown behavior of urethra
D41.4;Pęcherz moczowy;Neoplasm of uncertain or unknown behavior of bladder
D41.7;Inne narządy układu moczowego;Neoplasm of uncertain or unknown behavior of other urinary organs
D41.9;Układ moczowy, umiejscowienie nieokreślone;Neoplasm of uncertain or unknown behavior of urinary organ, unspecified
D42;Nowotwór o niepewnym lub nieznanym charakterze opon mózgowo?rdzeniowych;
D42.0;Opony mózgowe;Neoplasm of uncertain or unknown behavior of cerebral meninges
D42.1;Opony rdzeniowe;Neoplasm of uncertain or unknown behavior of spinal meninges
D42.9;Opony mózgowo-rdzeniowe, umiejscowienie nieokreślone;Neoplasm of uncertain or unknown behavior of meninges, unspecified
D43;Nowotwór o niepewnym lub nieznanym charakterze mózgu i ośrodkowego układu nerwowego;
D43.0;Mózg, struktury nadnamiotowe;Neoplasm of uncertain or unknown behavior of brain, supratentorial
D43.1;Mózg, struktury podnamiotowe;Neoplasm of uncertain or unknown behavior of brain, infratentorial
D43.2;Mózg, umiejscowienie nieokreślone;Neoplasm of uncertain or unknown behavior of brain, unspecified
D43.3;Nerwy czaszkowe;Neoplasm of uncertain or unknown behavior of cranial nerves
D43.4;Rdzeń kręgowy;Neoplasm of uncertain or unknown behavior of spinal cord
D43.7;Inne części ośrodkowego układu nerwowego;Neoplasm of uncertain or unknown behavior of other parts of central nervous system
D43.9;Ośrodkowy układ nerwowy, umiejscowienie nieokreślone;Neoplasm of uncertain or unknown behavior of central nervous system, unspecified
D44;Nowotwór o niepewnym lub nieznanym charakterze gruczołów wydzielania wewnętrznego;
D44.0;Tarczyca;Neoplasm of uncertain or unknown behavior of thyroid gland
D44.1;Nadnercze;Neoplasm of uncertain or unknown behavior of adrenal gland
D44.2;Przytarczyce;Neoplasm of uncertain or unknown behavior of parathyroid gland
D44.3;Przysadka;Neoplasm of uncertain or unknown behavior of pituitary gland
D44.4;Przewód czaszkowo-gardłowy;Neoplasm of uncertain or unknown behavior of craniopharyngeal duct
D44.5;Szyszynka;Neoplasm of uncertain or unknown behavior of pineal gland
D44.6;Kłębek szyjny;Neoplasm of uncertain or unknown behavior of carotid body
D44.7;Ciała przyaortowe i inne ciała przyzwojowe;Neoplasm of uncertain or unknown behavior of aortic body and other paraganglia
D44.8;Zajęcie wielu gruczołów wydzielania wewnętrznego;Neoplasm of uncertain or unknown behavior of pluriglandular involvement
D44.9;Gruczoł wydzielania wewnętrznego, nieokreślony;Neoplasm of uncertain or unknown behavior of endocrine gland, unspecified
D45;Czerwienica prawdziwa;Polycythaemia vera
D46;Zespoły mielodysplastyczne;
D46.0;Oporna niedokrwistość bez syderoblastów;Refractory anaemia without sideroblasts, so stated
D46.1;Oporna niedokrwistość z syderoblastami;Refractory anaemia with sideroblasts
D46.2;Oporna niedokrwistość z nadmiarem blastów;Refractory anaemia with excess of blasts
D46.3;Oporna niedokrwistość z nadmiarem blastów z transformacją;Refractory anaemia with excess of blasts with transformation
D46.4;Oporna niedokrwistość, nieokreślona;Refractory anaemia, unspecified
D46.7;Inne zespoły mielodysplastyczne;Other myelodysplastic syndromes
D46.9;Zespół mielodysplastyczny, nieokreślony;Myelodysplastic syndrome, unspecified
D47;Inne nowotwory o niepewnym lub nieznanym charakterze tkanki limfatycznej, układu krwiotwórczego i tkanek pokrewnych;
D47.0;Guzy z histiocytów i komórek tucznych o niepewnym lub nieznanym charakterze;Histiocytic and mast cell tumours of uncertain and unknown behaviour
D47.1;Przewlekła choroba mieloproliferacyjna;Chronic myeloproliferative disease
D47.2;Gammapatia monoklonalna;Monoclonal gammopathy
D47.3;Nadpłytkowość samoistna (krwotoczna);Essential (haemorrhagic) thrombocythaemia
D47.7;Inne określone nowotwory o niepewnym lub nieznanym charakterze tkanki limfatycznej, układu krwiotwórczego i tkanek pokrewnych;Other specified neoplasms of uncertain or unknown behaviour of lymphoid, haematopoietic and related tissue
D47.9;Nowotwór o niepewnym lub nieznanym charakterze tkanki limfatycznej, układu krwiotwórczego i tkanek pokrewnych, nieokreślony;Neoplasm of uncertain or unknown behaviour of lymphoid, haematopoietic and related tissue, unspecified
D48;Nowotwory o niepewnym lub nieznanym charakterze o innym i nieokreślonym umiejscowieniu;
D48.0;Kości i chrząstki stawowe;Neoplasm of uncertain or unknown behavior of bone and articular cartilage
D48.1;Tkanka łączna i inne tkanki miękkie;Neoplasm of uncertain or unknown behavior of connective and other soft tissue
D48.2;Nerwy obwodowe i układ nerwowy wegetatywny;Neoplasm of uncertain or unknown behavior of peripheral nerves and autonomic nervous system
D48.3;Przestrzeń zaotrzewnowa;Neoplasm of uncertain or unknown behavior of retroperitoneum
D48.4;Otrzewna;Neoplasm of uncertain or unknown behavior of peritoneum
D48.5;Skóra;Neoplasm of uncertain or unknown behavior of skin
D48.6;Pierś;Neoplasm of uncertain or unknown behavior of breast
D48.7;Inne określone umiejscowienie;Neoplasm of uncertain or unknown behavior of other specified sites
D48.9;Nowotwór o niepewnym lub nieznanym charakterze, nieokreślony;Neoplasm of uncertain or unknown behaviour, unspecified
D50;Niedokrwistość z niedoboru żelaza;
D50.0;Niedokrwistość z niedoboru żelaza spowodowana (przewlekłą) utratą krwi;Iron deficiency anaemia secondary to blood loss (chronic)
D50.1;Dysfagia syderopeniczna;Sideropenic dysphagia
D50.8;Inne niedokrwistości z niedoboru żelaza;Other iron deficiency anaemias
D50.9;Niedokrwistość z niedoboru żelaza, nieokreślona;Iron deficiency anaemia, unspecified
D51;Niedokrwistość z niedoboru witaminy B12;
D51.0;Niedokrwistość z niedoboru witaminy B12 spowodowana niedoborem czynnika wewnętrznego;Vitamin B12 deficiency anaemia due to intrinsic factor deficiency
D51.1;Niedokrwistość z niedoboru witaminy B12 spowodowana wybiórczym upośledzeniem wchłaniania witaminy B12 połączona z białkomoczem;Vitamin B12 deficiency anaemia due to selective vitamin B12 malabsorption with proteinuria
D51.2;Niedobór transkobalaminy II;Transcobalamin II deficiency
D51.3;Inna niedokrwistość z niedoboru witaminy B12 zależna od diety;Other dietary vitamin B12 deficiency anaemia
D51.8;Inne niedokrwistości z niedoboru witaminy B12;Other vitamin B12 deficiency anaemias
D51.9;Niedokrwistość z niedoboru witaminy B12, nieokreślona;Vitamin B12 deficiency anaemia, unspecified
D52;Niedokrwistość z niedoboru kwasu foliowego;
D52.0;Niedokrwistość z niedoboru kwasu foliowego zależna od diety;Dietary folate deficiency anaemia
D52.1;Polekowa niedokrwistość z niedoboru kwasu foliowego;Drug-induced folate deficiency anaemia
D52.8;Inne niedokrwistości z niedoboru kwasu foliowego;Other folate deficiency anaemias
D52.9;Niedokrwistość z niedoboru kwasu foliowego, nieokreślona;Folate deficiency anaemia, unspecified
D53;Inne niedokrwistości z niedoborów pokarmowych;
D53.0;Niedokrwistość z powodu niedoborów białkowych;Protein deficiency anaemia
D53.1;Inne niedokrwistości megaloblastyczne niesklasyfikowane gdzie indziej;Other megaloblastic anaemias, not elsewhere classified
D53.2;Niedokrwistość w przebiegu szkorbutu;Scorbutic anaemia
D53.8;Niedokrwistość zależna od innych określonych niedoborów pokarmowych;Other specified nutritional anaemias
D53.9;Niedokrwistość z niedoborów pokarmowych, nieokreślona;Nutritional anaemia, unspecified
D55;Niedokrwistość spowodowana zaburzeniami enzymatycznymi;
D55.0;Niedokrwistość spowodowana niedoborem dehydrogenazy glukozo-6–fosforanowej [G6PD];Anaemia due to glucose-6-phosphate dehydrogenase [G6PD] deficiency
D55.1;Niedokrwistość zależna od innych zaburzeń przemian glutationu;Anaemia due to other disorders of glutathione metabolism
D55.2;Niedokrwistość zależna od zaburzeń dotyczących enzymów glikolitycznych;Anaemia due to disorders of glycolytic enzymes
D55.3;Niedokrwistość zależna od zaburzeń przemian nukleotydów;Anaemia due to disorders of nucleotide metabolism
D55.8;Inne niedokrwistości spowodowane zaburzeniami enzymatycznymi;Other anaemias due to enzyme disorders
D55.9;Niedokrwistość spowodowana zaburzeniami enzymatycznymi, nieokreślona;Anaemia due to enzyme disorder, unspecified
D56;Talasemia;
D56.0;Talasemia alfa;Alpha thalassaemia
D56.1;Talasemia beta;Beta thalassaemia
D56.2;Talasemia delta-beta;Delta-beta thalassaemia
D56.3;Cecha talasemii;Thalassaemia trait
D56.4;Dziedziczna przetrwała hemoglobina płodowa [HPFH];Hereditary persistence of fetal haemoglobin [HPFH]
D56.8;Inne talasemie;Other thalassaemias
D56.9;Talasemia, nieokreślona;Thalassaemia, unspecified
D57;Zaburzenia związane z sierpowatokrwinkowością;
D57.0;Niedokrwistość sierpowatokrwinkowa z przełomem;Sickle-cell anaemia with crisis
D57.1;Niedokrwistość sierpowatokrwinkowa bez przełomu;Sickle-cell anaemia without crisis
D57.2;Podwójna heterozygota w połączeniu z sierpowatokrwinkowością;Double heterozygous sickling disorders
D57.3;Cecha sierpowatokrwinkowości;Sickle-cell trait
D57.8;Inne zaburzenia związane z sierpowatokrwinkowością;Other sickle-cell disorders
D58;Inne dziedziczne niedokrwistości hemolityczne;
D58.0;Sferocytoza dziedziczna;Hereditary spherocytosis
D58.1;Eliptocytoza dziedziczna;Hereditary elliptocytosis
D58.2;Inne hemoglobinopatie;Other haemoglobinopathies
D58.8;Inne określone dziedziczne niedokrwistości hemolityczne;Other specified hereditary haemolytic anaemias
D58.9;Dziedziczna niedokrwistość hemolityczna, nieokreślona;Hereditary haemolytic anaemia, unspecified
D59;Nabyta niedokrwistość hemolityczna;
D59.0;Polekowa niedokrwistość autoimmunohemolityczna;Drug-induced autoimmune haemolytic anaemia
D59.1;Inne niedokrwistości autoimmunohemolityczne;Other autoimmune haemolytic anaemias
D59.2;Polekowa niedokrwistość hemolityczna nieautoimmunologiczna;Drug-induced nonautoimmune haemolytic anaemia
D59.3;Zespół hemolityczno-mocznicowy;Haemolytic-uraemic syndrome
D59.4;Inne niedokrwistości hemolityczne nieautoimmunologiczne;Other nonautoimmune haemolytic anaemias
D59.5;Nocna napadowa hemoglobinuria [zespół Marchiafavy-Micheliego];Paroxysmal nocturnal haemoglobinuria [Marchiafava-Micheli]
D59.6;Hemoglobinuria spowodowana hemolizą wtórną do działania innych czynników zewnętrznych;Haemoglobinuria due to haemolysis from other external causes
D59.8;Inne niedokrwistości hemolityczne nabyte;Other acquired haemolytic anaemias
D59.9;Niedokrwistość hemolityczna nabyta, nieokreślona;Acquired haemolytic anaemia, unspecified
D60;Nabyta aplazja czysto czerwonokrwinkowa [erytroblastopenia];
D60.0;Przewlekła nabyta czysta aplazja czerwonokrwinkowa;Chronic acquired pure red cell aplasia
D60.1;Przemijająca nabyta czysta aplazja czerwonokrwinkowa;Transient acquired pure red cell aplasia
D60.8;Inne nabyte czyste aplazje czerwonokrwinkowe;Other acquired pure red cell aplasias
D60.9;Nabyta czysta aplazja czerwonokrwinkowa, nieokreślona;Acquired pure red cell aplasia, unspecified
D61;Inne niedokrwistości aplastyczne;
D61.0;Niedokrwistość aplastyczna konstytucjonalna;Constitutional aplastic anaemia
D61.1;Polekowa niedokrwistość aplastyczna;Drug-induced aplastic anaemia
D61.2;Niedokrwistość aplastyczna spowodowana przez inne czynniki zewnętrzne;Aplastic anaemia due to other external agents
D61.3;Niedokrwistość aplastyczna idiopatyczna;Idiopathic aplastic anaemia
D61.8;Inne określone niedokrwistości aplastyczne;Other specified aplastic anaemias
D61.9;Niedokrwistość aplastyczna, nieokreślona;Aplastic anaemia, unspecified
D62;Ostra niedokrwistość pokrwotoczna;Acute posthaemorrhagic anaemia
D63.0;Anaemia in neoplastic disease;Anaemia in neoplastic disease
D63.8;Anaemia in other chronic diseases classified elsewhere;Anaemia in other chronic diseases classified elsewhere
D64;Inne niedokrwistości;
D64.0;Dziedziczna niedokrwistość syderoblastyczna;Hereditary sideroblastic anaemia
D64.1;Wtórna niedokrwistość syderoblastyczna w przebiegu innych chorób;Secondary sideroblastic anaemia due to disease
D64.2;Wtórna niedokrwistość syderoblastyczna spowodowana przez leki lub substancje toksyczne;Secondary sideroblastic anaemia due to drugs and toxins
